ax,ay,az,gx,gy,gz,label
8316,4128,-14632,-288,349,-106,caída
8324,4176,-14472,-451,128,-80,caída
8068,4348,-14400,-424,118,-75,caída
8144,4312,-14352,-408,112,-68,caída
8128,4256,-14384,-492,27,-83,caída
8228,4324,-13972,-411,128,-85,caída
8240,4344,-14028,-350,287,17,caída
8280,4580,-13924,-393,269,-54,caída
8156,3888,-14200,-272,187,-48,caída
8236,4252,-14492,-436,235,-143,caída
8148,4212,-14360,-262,375,-30,caída
8268,4252,-14440,-339,322,-41,caída
8464,4324,-14536,-337,177,-140,caída
8256,4032,-14720,-221,324,-83,caída
8252,4064,-14612,-334,267,-169,caída
8308,4116,-14744,-337,351,-117,caída
8300,4224,-14372,-389,106,-81,caída
8344,4280,-14220,-408,-49,-118,caída
8320,4244,-14380,-448,-65,-197,caída
8264,4172,-14204,-389,127,-165,caída
8248,4152,-14360,-394,-40,-119,caída
8364,4320,-14312,-439,63,-127,caída
8300,4120,-14412,-321,138,-41,caída
8212,4116,-14120,-458,141,-284,caída
8220,4308,-14536,-444,177,-170,caída
8204,4104,-14312,-368,110,-127,caída
8164,4188,-14200,-367,60,-213,caída
8192,4276,-14328,-422,-52,-166,caída
8208,4248,-14376,-274,165,-90,caída
8112,4252,-14580,-473,-15,-230,caída
8100,4280,-14480,-426,-30,-109,caída
8308,4144,-14508,-351,134,-171,caída
8236,4332,-14276,-398,185,-208,caída
8092,4320,-14272,-404,23,-171,caída
7976,4224,-14484,-307,270,-125,caída
8128,4212,-14548,-350,169,-132,caída
8108,4340,-14324,-406,127,-111,caída
8124,4332,-14268,-338,187,-148,caída
8056,4340,-14252,-379,200,-102,caída
8100,4468,-14544,-384,90,-154,caída
8136,4088,-14060,-289,267,-37,caída
8104,4392,-14144,-399,169,-183,caída
8008,4412,-14332,-307,413,-126,caída
8072,4288,-14220,-354,153,-112,caída
8200,4216,-14204,-442,-61,-201,caída
8076,4456,-14744,-226,511,-263,caída
8036,4256,-14480,-381,140,-89,caída
8052,4112,-14400,-279,99,-165,caída
8072,4244,-14308,-381,206,-88,caída
8172,4400,-14376,-328,241,-122,caída
8052,4196,-14248,-387,209,-75,caída
8052,4192,-14496,-387,159,-26,caída
8172,4320,-14524,-482,251,-75,caída
8120,4120,-14548,-308,301,-49,caída
8092,4280,-14320,-334,308,-62,caída
8240,4244,-14344,-340,369,-49,caída
8072,4252,-14008,-368,256,-58,caída
8132,4208,-14360,-388,364,-113,caída
8296,4220,-14272,-320,271,144,caída
8248,4180,-14428,-310,370,-121,caída
8052,4212,-14164,-371,156,-1,caída
8220,4152,-14332,-352,347,-12,caída
8464,4216,-14424,-456,394,-95,caída
8280,4420,-14236,-352,154,-66,caída
8212,4036,-14256,-322,244,-91,caída
8200,4280,-14512,-400,136,-36,caída
8212,4224,-14412,-306,327,-53,caída
8280,4212,-14276,-341,249,-118,caída
8396,4064,-14404,-364,110,-191,caída
8256,4336,-14320,-413,44,-93,caída
8180,4316,-14504,-401,133,-184,caída
8320,4172,-14352,-354,159,-98,caída
8356,4424,-14456,-317,104,-266,caída
8356,3352,-14200,323,-269,-736,caída
8460,3512,-14016,631,-831,-1599,caída
7864,4736,-15380,-66,-640,-773,caída
7724,3984,-15368,-499,98,-163,caída
8144,4376,-14268,-561,371,-275,caída
8176,4040,-13916,-499,304,-329,caída
8232,4436,-14776,-796,-198,-217,caída
7956,4468,-14252,-548,-164,-127,caída
7768,4268,-14652,-678,-61,-166,caída
7660,4384,-14652,-1254,60,-230,caída
7868,4308,-14796,-1422,-25,26,caída
8196,4948,-14280,-514,459,-193,caída
7868,4304,-14304,-291,180,-201,caída
7952,4264,-14720,-514,373,-79,caída
8064,4444,-14180,-545,680,-417,caída
8180,4700,-14260,-242,381,285,caída
8216,4016,-13752,-203,1034,482,caída
8412,5212,-13972,-373,247,728,caída
7580,4544,-15060,-296,-117,876,caída
7884,4872,-15504,-359,151,-404,caída
7868,4404,-14180,-545,75,-246,caída
8072,4440,-14440,-644,464,-998,caída
8272,4864,-14444,-785,518,-199,caída
8904,4672,-13504,-507,556,263,caída
8772,4480,-14336,-879,-418,620,caída
8116,4608,-13876,-684,-723,-70,caída
7500,5004,-15300,-447,-210,100,caída
7344,4692,-15072,-408,896,-128,caída
8264,4984,-14336,-566,1724,421,caída
8528,4376,-13288,-556,1637,408,caída
8768,4464,-13880,-435,592,-55,caída
8392,4828,-14216,-599,24,-112,caída
8200,4484,-14052,-296,272,266,caída
8380,4240,-13936,-352,398,98,caída
8600,4660,-14096,-380,626,76,caída
8556,4612,-14096,-245,422,16,caída
8456,4592,-14444,-441,245,-97,caída
8480,4576,-14008,-410,121,24,caída
8480,4356,-14144,-397,-55,-200,caída
8388,4924,-14228,-403,25,-184,caída
8388,4544,-14080,-411,148,-149,caída
8768,4576,-13888,-436,78,-177,caída
8516,4544,-14080,-316,-28,-191,caída
8524,4664,-14160,-366,-28,-314,caída
8516,4504,-14308,-290,164,-230,caída
8496,5012,-14284,-233,76,-119,caída
8364,4364,-14232,-402,-25,-277,caída
8372,4808,-14436,-292,-98,-227,caída
8316,4608,-14364,-317,85,-180,caída
8408,4504,-14204,-327,216,-318,caída
8452,4684,-14140,-376,3,-266,caída
8364,4684,-14140,-344,5,-148,caída
8176,4584,-14068,-377,-63,-247,caída
8328,4636,-14404,-355,85,-114,caída
8244,4856,-14140,-364,109,-224,caída
8352,4684,-14152,-334,31,-169,caída
8248,4612,-14268,-375,145,-200,caída
8240,4588,-14180,-379,93,-82,caída
8296,4712,-14084,-345,71,-82,caída
8100,4496,-14412,-405,163,-65,caída
8284,4856,-14372,-277,292,-16,caída
8424,4632,-13988,-334,142,-121,caída
8356,4732,-14264,-380,-1,-152,caída
8116,4596,-14232,-355,141,-145,caída
8232,4660,-14168,-366,247,-117,caída
8176,4692,-14140,-427,33,-147,caída
8160,4740,-14192,-340,136,-131,caída
8236,4780,-14328,-343,68,-107,caída
8264,4676,-14360,-350,241,-123,caída
8284,4660,-14256,-409,192,-105,caída
8272,4584,-14444,-435,201,-51,caída
8528,4452,-14428,-362,250,-53,caída
8132,4668,-14476,-436,182,-4,caída
8236,4684,-14048,-282,416,-43,caída
8292,4612,-14048,-278,422,-12,caída
8316,4716,-14160,-303,429,37,caída
8292,4728,-14236,-351,343,-42,caída
8212,4560,-13864,-403,385,49,caída
8372,4944,-14180,-242,469,76,caída
8372,4364,-14060,-276,350,-18,caída
8364,4716,-14276,-354,171,-1,caída
8356,4604,-14184,-324,346,63,caída
8500,4628,-13968,-277,464,-37,caída
8528,4524,-14108,-365,307,-182,caída
8428,4588,-13968,-368,107,-113,caída
8460,4504,-13988,-419,33,-203,caída
8356,4684,-14216,-396,36,-115,caída
8384,4592,-14176,-385,200,-124,caída
8528,4560,-14176,-368,85,-239,caída
8408,4584,-14124,-391,47,-197,caída
8332,4540,-14260,-407,-31,-244,caída
8364,4496,-14552,-358,2,-92,caída
8444,4776,-14368,-489,-150,-225,caída
8200,4448,-14008,-337,-91,-38,caída
8344,4748,-14720,-476,169,-371,caída
8180,4624,-14300,-361,164,-134,caída
8340,4456,-14220,-422,-1,-132,caída
8288,4860,-14164,-423,-162,-235,caída
8188,4648,-14172,-407,-4,-132,caída
8320,4620,-14260,-348,137,-172,caída
8272,4656,-14248,-395,-14,-172,caída
8248,4708,-14388,-397,75,-136,caída
8264,4780,-14152,-362,73,-161,caída
8236,4628,-14176,-318,283,-185,caída
8232,4796,-14076,-272,422,-212,caída
8196,4744,-14344,-288,369,-179,caída
8204,4832,-14296,-312,256,-140,caída
8156,4488,-14220,-395,128,-132,caída
8300,4820,-14276,-318,108,-99,caída
8116,4644,-14092,-491,2,-168,caída
8296,4712,-14304,-279,306,-59,caída
8356,4512,-14204,-428,-11,-232,caída
8020,4816,-14496,-346,153,-156,caída
8100,4756,-14120,-357,171,-93,caída
8304,4640,-14220,-357,230,-175,caída
8160,4744,-14208,-393,125,-161,caída
8124,4740,-14196,-357,194,-162,caída
8184,4720,-14400,-367,255,-58,caída
8120,4604,-14452,-352,167,-102,caída
8292,4796,-14052,-310,314,-105,caída
8156,4756,-14076,-358,174,-74,caída
8140,4760,-14396,-396,185,-123,caída
8212,4704,-14092,-325,385,-45,caída
8196,4928,-13968,-347,262,-84,caída
8292,4752,-14104,-416,228,-36,caída
8200,4696,-14120,-325,223,-20,caída
8248,4552,-14352,-344,420,-15,caída
8448,4912,-14428,-250,399,-33,caída
8240,4356,-14000,-300,237,18,caída
8344,4732,-14484,-457,191,-131,caída
8400,4700,-14064,-297,432,12,caída
8508,4632,-13696,-341,344,-58,caída
8372,4720,-14188,-403,151,-175,caída
8368,4504,-14056,-204,116,79,caída
8444,4568,-14420,-394,61,-162,caída
8252,4540,-14304,-422,79,-96,caída
8384,4656,-14124,-351,175,-96,caída
8432,4684,-14080,-429,80,-143,caída
8328,4660,-14372,-318,129,-202,caída
8244,4684,-14144,-395,16,-139,caída
8340,4628,-14168,-392,46,-246,caída
8220,4680,-14152,-297,197,-128,caída
8376,4764,-14244,-422,61,-212,caída
8344,4480,-14064,-254,138,-71,caída
8296,4640,-14148,-454,-78,-215,caída
8164,4868,-14324,-314,248,-175,caída
8264,4764,-13984,-325,286,-182,caída
8296,4768,-14044,-432,-28,-225,caída
8104,4608,-14272,-326,80,-157,caída
8288,4772,-14204,-368,116,-115,caída
8180,4632,-14268,-361,112,-158,caída
8168,4744,-14304,-305,229,-87,caída
8196,4760,-14324,-374,188,-168,caída
8316,4668,-14180,-381,39,-106,caída
8228,4764,-14212,-356,124,-166,caída
8056,4696,-14376,-386,103,-136,caída
8092,4692,-14460,-291,245,-122,caída
8264,4672,-14132,-433,41,-195,caída
8100,4604,-14232,-365,148,-151,caída
8228,4628,-13988,-340,250,-104,caída
8160,4672,-14256,-389,204,-125,caída
8236,4824,-14428,-440,181,-128,caída
8140,4760,-14216,-395,82,-75,caída
8236,4596,-14144,-405,154,-114,caída
8120,4836,-14252,-299,241,-46,caída
8136,4960,-14428,-367,140,-37,caída
8232,4416,-13876,-300,197,-33,caída
8196,4788,-14188,-396,126,-144,caída
8124,4756,-14100,-346,325,-95,caída
8308,4720,-14156,-277,361,-71,caída
8248,4664,-14268,-404,215,-180,caída
8092,4832,-14180,-345,196,-31,caída
8216,4620,-14168,-347,227,-72,caída
8164,4828,-14256,-335,287,-41,caída
8236,4648,-14352,-277,269,-55,caída
8372,4740,-14028,-342,371,-88,caída
8312,4600,-14232,-345,225,-41,caída
8252,4764,-14316,-314,297,-93,caída
8204,4684,-14052,-330,199,-34,caída
8300,4748,-14188,-358,234,-55,caída
8344,4756,-14064,-315,284,-65,caída
8328,4536,-14000,-384,79,-91,caída
8372,4612,-13752,-425,43,-41,caída
8464,5004,-14184,-372,79,-86,caída
8264,4380,-13888,-328,63,-122,caída
8316,4952,-14232,-387,133,-203,caída
8156,4432,-14256,-324,261,-138,caída
8548,4680,-14140,-390,110,-196,caída
8376,4544,-13952,-481,-40,-266,caída
8304,4844,-14328,-406,29,-148,caída
8248,4612,-14156,-341,153,-182,caída
8340,4732,-14500,-381,146,-172,caída
8200,4472,-14360,-394,108,-122,caída
8252,4756,-14036,-411,50,-165,caída
8228,4736,-14324,-310,85,-163,caída
8228,4728,-14160,-421,86,-213,caída
8196,4772,-14192,-351,168,-131,caída
8096,4788,-14124,-332,87,-137,caída
8132,4632,-14500,-356,190,-98,caída
8220,4784,-14220,-395,134,-151,caída
8100,4568,-14060,-379,70,-66,caída
8236,5024,-14248,-365,150,-66,caída
8228,4412,-13844,-309,118,-147,caída
8172,4808,-14460,-408,77,-170,caída
8208,4772,-14216,-393,116,-104,caída
8312,4696,-14128,-314,281,-188,caída
8168,4724,-14440,-362,182,-218,caída
8132,4900,-14120,-295,276,-123,caída
8080,4752,-14100,-368,168,-97,caída
8092,4692,-14344,-376,193,-160,caída
8184,4696,-14184,-357,135,-67,caída
8188,4788,-14096,-385,151,-167,caída
8080,4796,-14144,-408,212,-168,caída
8108,4692,-14120,-374,165,-92,caída
8096,4752,-14192,-379,185,-134,caída
8232,4724,-14236,-379,208,-97,caída
8176,4692,-14408,-372,203,-91,caída
8148,4808,-14088,-383,212,-79,caída
8212,4776,-14084,-355,239,-70,caída
8220,4700,-14272,-342,257,-74,caída
8176,4820,-14044,-309,213,-71,caída
7296,14788,3916,-1226,319,-1193,caminar
7036,14072,2892,-544,619,-1294,caminar
6780,15224,4292,352,1083,-1399,caminar
6280,15596,3952,761,1081,-128,caminar
5324,14068,3436,721,2063,283,caminar
5868,13300,3076,1023,2236,-629,caminar
7756,15780,2940,748,2433,-807,caminar
7768,14572,3284,812,1810,148,caminar
7324,15044,4204,1633,-1026,-1165,caminar
6812,15476,2648,1369,-342,196,caminar
5664,14912,2832,1094,-763,975,caminar
5100,16540,1392,2263,-886,1059,caminar
5108,18096,4,1782,487,2840,caminar
3348,13724,1352,1762,2022,2743,caminar
5028,14228,-404,1018,-2255,-52,caminar
7456,16120,-1360,1624,-179,73,caminar
7480,13416,-12,1044,1037,1463,caminar
7668,13720,-864,715,801,1093,caminar
6944,13248,-436,-567,2743,921,caminar
7284,14572,140,-1821,390,-596,caminar
7904,15352,-1044,-1338,375,651,caminar
6696,14184,996,-3036,-2212,-468,caminar
6780,14520,-1084,-2666,-1355,-475,caminar
6948,13960,1824,-4425,-82,-480,caminar
7840,16508,2704,-3898,-3158,-3643,caminar
7320,19804,3172,-5393,-2676,-607,caminar
5404,13384,1284,-6232,-2687,218,caminar
4888,9804,1116,-4004,50,-1569,caminar
6040,11600,3688,-656,2931,-5895,caminar
7412,18972,8280,997,4490,-5150,caminar
5772,15960,8628,-3743,-2191,1964,caminar
3576,11696,6316,-3583,-6060,781,caminar
5252,13580,3904,-161,-4178,-4803,caminar
5732,15976,3048,-879,-2541,-3273,caminar
6204,14808,1428,-204,-2092,-1308,caminar
6184,14800,1388,2308,2689,-2056,caminar
7364,15292,2508,2658,1426,-2341,caminar
8304,15392,5196,1735,1188,-3685,caminar
7956,15396,6868,-519,-1204,-2839,caminar
6572,13440,4612,-2530,-3719,-4288,caminar
6024,19156,7252,-1400,-5028,-6541,caminar
2792,18864,5504,-1885,-9105,-1930,caminar
-164,13156,2296,-4881,-8557,1822,caminar
-116,12476,1020,2538,-4824,204,caminar
1512,16856,4632,4390,-2897,327,caminar
3232,19200,4092,-1447,-4233,3536,caminar
3052,14916,1572,-309,-3398,4054,caminar
3136,12824,1696,-981,-3457,2766,caminar
3992,13396,1616,-1868,-3042,2031,caminar
6580,11928,1408,-3190,-4297,633,caminar
7288,13652,888,-2942,495,-365,caminar
5752,18236,-68,-2501,-1151,2946,caminar
5868,18196,652,140,-3651,1756,caminar
7236,18236,2368,-1908,664,5364,caminar
7080,13680,4644,-4056,31,913,caminar
8596,21860,4468,1547,-1750,-1975,caminar
5804,11800,5172,-5824,1823,6254,caminar
4448,7404,2724,-4494,-756,2402,caminar
5328,9596,2116,-556,1252,-2222,caminar
6048,12776,6072,-1287,6810,-1491,caminar
8120,17068,8460,-331,4271,-3498,caminar
7176,14648,6804,-2732,3445,974,caminar
6276,11544,7412,-1857,907,-457,caminar
6200,12872,5288,-683,-462,-1982,caminar
7272,14788,4512,781,1588,-852,caminar
6276,14764,5440,-23,5024,720,caminar
5736,17300,2976,-758,3819,6356,caminar
4312,15472,5968,1874,7874,1130,caminar
9788,12052,4116,4041,11971,-2529,caminar
7884,4048,8364,130,10494,528,caminar
6888,15008,9996,2949,9595,168,caminar
6308,16776,10272,3288,7208,1070,caminar
4632,15432,7148,2404,-496,1532,caminar
3888,16136,3960,4845,1515,2197,caminar
376,12580,4776,3300,2716,3871,caminar
400,13292,4644,4928,769,-773,caminar
3432,17056,4432,1330,1347,-166,caminar
4544,16100,5304,437,521,366,caminar
4440,13576,2764,-2749,-1156,917,caminar
5072,14692,3732,-2601,747,821,caminar
5440,14568,3188,-3682,-353,870,caminar
6012,14188,3232,-1890,671,1438,caminar
6448,14076,5224,-1692,-767,2058,caminar
5692,12992,6580,-2211,-1792,2425,caminar
4812,12720,6196,-3360,-3404,992,caminar
6304,16760,5228,-607,-1369,-2852,caminar
4456,15616,5012,-2749,2704,445,caminar
4148,13780,3712,1079,2214,-1642,caminar
3604,15540,4168,3127,7689,-1270,caminar
3208,16424,7488,4854,8576,1922,caminar
3504,14884,6992,3900,10399,3580,caminar
3100,12852,6928,3479,10294,4635,caminar
3956,12820,5396,4690,8533,3005,caminar
5088,14836,4120,4851,12685,3657,caminar
4836,15188,5860,4426,12439,3175,caminar
3324,16112,6600,5600,14677,2139,caminar
3584,20128,4932,5838,8962,1619,caminar
2756,13752,4904,7865,13911,3655,caminar
2300,12440,6316,7398,9242,1895,caminar
3972,14528,4556,5346,10782,1349,caminar
4372,16324,6476,3892,6254,986,caminar
5588,16092,2212,4249,1237,-218,caminar
4808,15556,460,3453,4661,666,caminar
4836,15056,488,2605,6372,1360,caminar
4772,15072,172,2709,5438,2224,caminar
4000,15964,188,1917,6207,2540,caminar
4224,14540,152,2839,5045,1649,caminar
4348,14748,240,1031,4246,1391,caminar
4012,14060,1060,-862,1906,1067,caminar
4432,16448,-444,487,3469,1299,caminar
3744,16692,2264,-2379,3216,1288,caminar
5872,18208,1156,-2892,-1116,-774,caminar
4976,14460,676,-3183,6820,4341,caminar
4796,11952,3960,-886,4044,1518,caminar
7300,18356,1192,1673,6424,679,caminar
6492,16704,3428,2606,8018,3120,caminar
6148,13488,5764,3094,8442,2822,caminar
6752,13308,4644,2745,6776,2946,caminar
6548,11532,4756,2258,6189,3028,caminar
7264,14516,384,2548,7385,1535,caminar
6404,15924,1688,2457,12289,2280,caminar
6260,16572,1384,1892,10319,3968,caminar
5976,15140,2096,1680,10113,4368,caminar
6772,13592,2048,3822,9647,3779,caminar
8164,13268,3188,4019,8791,2715,caminar
9688,12456,4496,4426,7155,2946,caminar
10628,12236,2876,3478,7264,1769,caminar
10848,12596,2976,1303,5291,285,caminar
9892,14680,3432,792,3277,-3527,caminar
9164,15668,1532,-421,641,-3035,caminar
8376,18112,2624,-911,1652,-1812,caminar
5528,15148,4672,-1470,3895,-57,caminar
4148,16256,5244,389,1047,-1700,caminar
2032,15536,416,1953,4929,2557,caminar
-4612,17268,11108,3889,8855,2505,caminar
1716,17476,5808,6332,-2826,-403,caminar
6668,18140,-1128,6917,3124,541,caminar
6284,13444,3184,4556,6825,4918,caminar
7016,12132,2448,3580,3293,2670,caminar
5788,16140,2520,2467,4469,4284,caminar
5428,15348,-572,202,4572,-3555,caminar
6720,15740,-1880,-1944,3787,2220,caminar
6100,13272,376,346,3573,1967,caminar
6936,16228,-3752,1437,129,-1516,caminar
8040,18852,-736,-1484,6022,1848,caminar
7240,13096,6252,-2406,670,4424,caminar
8148,14588,3472,-2778,-7744,-2418,caminar
9132,21504,1452,259,1719,-1401,caminar
4632,13224,3160,-3140,4967,7426,caminar
4656,8408,3912,-397,1613,912,caminar
6832,15080,3248,895,1250,-2555,caminar
7928,17252,4652,834,2656,-1060,caminar
7244,14716,3132,-500,4031,1703,caminar
6016,10288,3952,-231,3936,640,caminar
7032,12688,2620,847,379,-2795,caminar
8136,15592,252,611,3502,-834,caminar
8388,16696,1604,4078,4604,236,caminar
7724,15444,944,4946,5258,1915,caminar
7164,13356,2980,3735,5587,805,caminar
7324,12868,2680,2130,3119,-1790,caminar
7780,13784,2132,732,3530,-3207,caminar
8520,16956,2296,1203,1102,-5511,caminar
7984,17372,-1200,247,3426,-2601,caminar
5036,15276,5280,-774,3339,-2031,caminar
3984,14884,4696,38,658,-1921,caminar
3408,15888,3900,1381,961,-37,caminar
2440,18752,3512,5594,1565,1839,caminar
3396,17648,480,3959,-140,1638,caminar
3612,16436,-572,3647,2031,3665,caminar
4836,12096,752,2634,3548,2373,caminar
6652,14044,3132,1825,188,383,caminar
7368,13500,2248,-193,-1293,845,caminar
7168,14096,760,-1875,-3538,115,caminar
6124,13976,-1540,-2986,-3260,170,caminar
6140,14152,-2412,-3613,-2952,617,caminar
6588,15252,-1152,-3655,-1286,658,caminar
7032,15400,-1652,-4223,-1769,2529,caminar
7120,17228,28,-4343,-327,2801,caminar
7212,16488,3488,-3839,-347,1597,caminar
9104,23032,32,-4632,-306,-1315,caminar
6960,15780,4356,-5356,-79,2720,caminar
4112,9984,2412,-5334,-827,1858,caminar
5568,9088,1264,-3140,-1629,-416,caminar
8140,11660,3572,-2060,2453,-1702,caminar
8992,12624,7528,-3635,2147,-1980,caminar
9796,16208,9776,-2061,-2534,-3946,caminar
7812,15628,5156,-4663,-2823,1667,caminar
6040,10040,6568,-4443,-2115,659,caminar
6768,10752,4032,-1983,-5845,-2055,caminar
7656,13696,2796,-66,-2691,-2215,caminar
8288,16064,3912,2838,-2246,-1938,caminar
7320,15388,1012,1128,3049,966,caminar
7128,12784,2604,1571,3718,-734,caminar
8676,14656,3364,2714,3890,-2478,caminar
8360,14192,5888,2500,3504,-2112,caminar
9284,16224,6076,2154,2981,-4291,caminar
9912,19220,5536,447,2227,-2077,caminar
6076,14380,5888,-1015,2302,1828,caminar
2948,10868,5956,857,-3380,775,caminar
2728,14340,2124,3956,-5657,-1622,caminar
2892,18628,2632,3191,-1629,725,caminar
2768,14172,3256,1240,851,862,caminar
4404,15828,1224,1164,-2945,-1353,caminar
6256,12508,-2012,106,-521,-739,caminar
7128,15344,1884,-98,3067,-433,caminar
7396,15828,2004,-214,830,271,caminar
6332,14748,860,-922,184,1243,caminar
6048,13832,-8,-1133,-574,183,caminar
6464,14128,-108,-1029,270,-196,caminar
7092,15664,1280,-412,-464,669,caminar
7004,16696,180,-212,205,1119,caminar
6436,15028,1340,-1534,1197,1834,caminar
6720,14168,1684,-3034,-1663,2278,caminar
6080,14752,2048,-3831,-1928,-1823,caminar
7716,18160,676,-2660,-577,-4767,caminar
7676,18748,3560,-1745,964,-705,caminar
4720,11644,2508,-3021,1251,3454,caminar
4548,9716,4208,730,-2458,-1727,caminar
6868,15688,1576,-58,648,-678,caminar
6392,13908,6548,-779,3352,1811,caminar
6176,14216,7604,-1428,-243,-74,caminar
6372,15092,4740,-2431,-122,659,caminar
5652,12480,4160,-2418,-187,950,caminar
5632,13596,3644,-1666,-677,-407,caminar
6824,15564,-1240,-1104,4184,614,caminar
6896,14828,2236,798,5174,1101,caminar
7376,14900,2156,2291,5439,1012,caminar
