ax,ay,az,gx,gy,gz,label
2724,16960,2184,-1275,-2359,1718,parado
3012,15372,2132,-784,-254,2205,parado
2648,13952,2796,96,-1116,966,parado
3336,16024,2188,376,-902,697,parado
3572,16240,1436,335,-437,2649,parado
3300,15560,2000,-123,447,2449,parado
3944,16484,1700,-908,1827,2959,parado
3884,15696,2692,-625,1576,2313,parado
4452,16260,1448,1056,144,919,parado
3952,15496,2100,1652,-1636,-67,parado
4440,15544,440,590,35,407,parado
4356,14736,2620,314,1709,375,parado
4188,14688,2408,-402,1025,-81,parado
4256,16248,2356,-745,1501,277,parado
4464,15512,1976,-327,2519,589,parado
5028,16252,1656,-208,2389,82,parado
5460,16332,1788,542,2809,641,parado
5028,14508,1668,636,766,-9,parado
5088,15368,2108,-351,-1173,-141,parado
5004,15496,1160,-367,-286,-459,parado
4796,16192,1864,-547,608,193,parado
4148,14848,2244,-593,523,216,parado
4416,15060,1168,-717,-49,-840,parado
4852,15860,1616,-824,622,-725,parado
4960,16036,1432,-477,55,-644,parado
4684,15964,1256,-190,-486,-584,parado
4724,15488,1012,-335,-120,-360,parado
4296,15952,1812,47,717,-320,parado
4216,16072,1140,257,751,-105,parado
3876,15180,1452,297,1333,-81,parado
4144,14488,1368,-636,2028,-299,parado
4688,14604,2620,-582,989,-1158,parado
5064,16596,912,-671,439,-1189,parado
4660,16536,1956,-257,753,-277,parado
4000,15712,2076,-547,108,-452,parado
3528,15636,2304,-1259,-315,-1177,parado
3072,15620,2196,-2329,-757,-1748,parado
3080,15628,2112,-1937,42,-1930,parado
3384,16316,2360,-1345,11,-1240,parado
3564,15504,2584,-1102,271,-1118,parado
3624,15832,2420,-606,293,-1140,parado
3560,15640,3244,-967,104,-1595,parado
3304,16256,3100,-949,-1206,-1796,parado
3108,16304,2708,-184,-718,-1638,parado
2728,16340,2188,-718,-747,-1177,parado
2240,14256,2264,-1287,-717,-1112,parado
2532,16144,2608,609,-3072,-4144,parado
172,15000,4260,4127,-3886,-4558,parado
1564,17740,1744,1580,-367,-3325,parado
2216,14792,-316,-4241,1837,-487,parado
1296,16076,3900,-832,-189,-355,parado
1120,15240,1812,432,86,-1144,parado
836,15972,3112,280,354,-1000,parado
972,15884,2060,-349,272,-321,parado
876,16292,2496,-445,126,173,parado
944,15912,2468,-554,362,316,parado
1180,16376,2412,-135,-974,-319,parado
1200,17248,1700,-658,-692,-258,parado
1300,15864,2556,-431,-665,-447,parado
1296,15744,1784,-176,131,-567,parado
880,16128,2200,-312,845,-988,parado
1084,15488,3416,-535,-1067,-100,parado
688,16232,1460,-288,-378,-362,parado
656,16184,2648,-835,-598,-142,parado
1096,16076,1268,-1403,-1044,-280,parado
616,16340,2628,-861,1087,286,parado
636,15992,2968,-978,154,-31,parado
492,15596,5020,-850,-354,85,parado
904,16148,3100,-1087,328,77,parado
800,15484,3576,-729,2582,400,parado
1112,15856,3152,-1552,180,-965,parado
928,16376,2196,-1097,601,-722,parado
992,15764,2624,-258,-409,-428,parado
916,15500,3548,-2592,-588,-1082,parado
648,16008,3316,-105,-210,2014,parado
1228,15760,3384,-879,-1147,1784,parado
980,16280,3784,-148,35,796,parado
1240,15440,3260,-1516,-754,-271,parado
1324,15516,2640,-876,178,123,parado
1212,15812,2928,-1272,708,701,parado
1492,15992,3832,-1388,578,779,parado
1668,16232,3516,-2316,397,839,parado
1384,16584,3656,-576,664,1602,parado
1404,15884,4420,-749,-144,676,parado
1744,15536,3764,29,635,-390,parado
1896,15088,4432,47,570,-607,parado
1740,15004,4080,-944,108,-532,parado
1808,15260,3844,-1543,-11,-422,parado
1856,15680,4108,-949,1240,226,parado
1972,16300,3480,-862,1005,493,parado
1652,16376,3888,-214,232,203,parado
1696,16036,3444,-125,237,-368,parado
1728,15676,4156,119,51,-225,parado
1672,15584,3724,240,-40,39,parado
1876,15284,4216,303,625,-206,parado
1960,15448,3896,-245,70,-73,parado
1784,15444,3652,74,38,132,parado
1644,15476,3836,-532,-249,-458,parado
1564,15736,3760,-493,-123,-251,parado
1836,16104,3648,-388,-115,-211,parado
1888,15976,3644,-180,-137,-382,parado
1664,15436,3260,-554,-59,-288,parado
1504,15584,3416,-625,276,484,parado
1624,15832,3900,66,677,892,parado
1584,15680,3948,-41,521,12,parado
1804,15508,3860,-483,-50,-634,parado
1912,15468,4016,-472,383,43,parado
1768,15504,3780,-446,408,351,parado
1744,15896,3584,-686,175,247,parado
1704,16092,3956,-574,176,202,parado
1788,16008,3900,-242,376,-101,parado
2092,15584,4008,-240,247,-477,parado
2056,15252,4040,-481,-206,-385,parado
1624,15424,4052,-468,-180,-27,parado
1596,15636,4156,-498,77,-99,parado
1816,16088,3908,-434,270,71,parado
1896,15684,3704,-366,152,-414,parado
1800,15672,3696,-664,-45,-170,parado
1652,15768,3644,-552,100,451,parado
1520,16044,3820,-370,157,165,parado
1796,15692,4228,-57,61,-476,parado
2368,15824,4124,-100,-40,-478,parado
2540,15352,4024,-162,-340,-443,parado
2056,15240,3808,-42,-654,-233,parado
1572,15540,4036,-471,-834,-33,parado
1560,15512,4204,-734,-705,-272,parado
1812,16080,3812,-703,-460,-135,parado
1952,15600,3712,-562,-193,34,parado
1800,15352,3988,-355,-152,-78,parado
1444,15420,3960,-536,-137,-135,parado
1264,15636,3856,-630,291,-393,parado
1436,15864,4172,-710,703,-548,parado
2056,16052,3812,-393,1222,42,parado
2444,16164,3972,98,827,452,parado
2288,15072,4088,114,243,-962,parado
1784,14860,3996,-649,-289,-1380,parado
1544,15404,4012,-604,203,92,parado
1324,16096,4016,-270,909,1097,parado
1804,16340,4032,118,857,380,parado
2428,15732,4024,47,77,-709,parado
2396,15580,3592,-377,-835,-656,parado
2064,15308,3580,-357,-866,-22,parado
1508,15536,3784,-221,-667,328,parado
1152,15880,3888,-295,-184,37,parado
1172,15888,4168,-252,-11,-416,parado
1528,15700,3772,-362,424,-484,parado
1676,15468,3532,-245,523,-207,parado
1896,15536,3624,-180,776,74,parado
1592,16264,3732,-554,483,223,parado
1392,15916,3900,-255,466,-338,parado
1692,15608,3820,-548,573,-721,parado
1816,15352,3976,-384,610,-183,parado
1808,15504,3972,-331,495,273,parado
1704,15576,3720,-312,482,311,parado
1636,15956,3860,-173,596,232,parado
1540,15860,3780,-127,486,109,parado
1620,15660,3684,22,630,-73,parado
1652,15576,3808,-140,352,33,parado
1884,15588,3928,26,515,59,parado
1736,15640,3572,-516,111,-73,parado
1604,15768,3540,-173,475,82,parado
1600,15856,3648,-621,44,31,parado
1744,15924,3876,-293,442,87,parado
1804,15760,3392,-237,343,-238,parado
1792,15696,3688,-354,214,-96,parado
1760,15700,3756,-291,140,31,parado
1800,15676,3608,-308,314,-19,parado
1752,15844,3648,-226,178,-6,parado
1712,15740,3776,-204,264,-54,parado
1748,15788,3680,-293,129,-12,parado
1660,15668,3744,-412,219,-77,parado
1880,15664,3564,-416,198,6,parado
1828,15768,3804,-596,157,-128,parado
1856,15624,3828,-364,477,-144,parado
1788,15696,3776,-125,352,-8,parado
1820,15732,3480,-339,246,-74,parado
1736,15752,3804,-187,281,-46,parado
1740,15676,3596,-411,218,-137,parado
1716,15688,3692,-420,338,-53,parado
1780,15700,3720,-214,289,19,parado
2028,15892,3528,-422,145,-22,parado
1764,15824,3636,-366,53,-38,parado
1904,15880,3628,-359,106,-61,parado
1792,15688,3712,-265,52,-32,parado
1900,15608,3552,-436,71,-189,parado
1980,15768,3708,-150,186,114,parado
1920,15708,3620,-327,86,-25,parado
1792,15648,3692,-309,110,-11,parado
1788,15624,3468,-145,370,204,parado
1708,15904,3688,-208,527,104,parado
1720,15916,3660,-378,408,201,parado
1916,15576,3508,-74,546,33,parado
2152,15576,3672,-230,456,-94,parado
2008,15824,3588,-527,250,132,parado
1904,15888,3600,-306,350,73,parado
2004,15736,3520,-380,313,-189,parado
1928,15768,3424,-465,239,-18,parado
1940,15600,3480,-441,117,-215,parado
1956,15868,3376,-270,157,-92,parado
2032,15760,3492,-357,128,-106,parado
1992,15832,3528,-461,53,-89,parado
1888,15784,3324,-434,-37,-112,parado
1912,15612,3680,-407,145,-215,parado
2116,15720,3644,-466,62,28,parado
1960,15648,3964,-396,27,-119,parado
1924,15796,3656,-401,-32,-155,parado
1800,15756,3564,-227,19,-208,parado
1980,15700,3416,-397,16,-142,parado
1956,15888,3408,-344,137,31,parado
1836,15808,3620,-307,180,-131,parado
2028,15696,3492,-398,47,-166,parado
1948,15760,3580,-213,248,60,parado
1872,15792,3668,-557,152,-123,parado
1964,15616,3652,-462,194,-20,parado
1956,15652,3780,-327,353,-57,parado
1984,15708,3632,-377,264,-13,parado
1956,15652,3536,-393,217,-97,parado
2044,15820,3868,-379,177,-33,parado
1992,15544,3700,-327,157,12,parado
2160,15744,3620,-313,260,-44,parado
1980,15860,3604,-331,270,-23,parado
1956,15700,3508,-403,291,13,parado
2120,15692,3580,-428,280,1,parado
2020,15860,3680,-313,262,72,parado
1988,15664,3856,-263,278,-157,parado
2024,15792,3644,-387,37,-19,parado
1892,15636,3532,-315,125,-124,parado
2072,15696,3628,-419,188,-80,parado
2024,15716,3724,-411,158,26,parado
2028,15828,3916,-338,220,-165,parado
2096,15600,3604,-332,180,-19,parado
1944,15792,3780,-214,261,-82,parado
2124,15692,3556,-332,274,-118,parado
1992,15692,3520,-389,125,-81,parado
2052,15720,3708,-441,131,-105,parado
2044,15768,3688,-317,125,-107,parado
2012,15816,3368,-352,128,-87,parado
1984,15532,3520,-268,249,-51,parado
2192,15860,3588,-411,219,-2,parado
2108,15680,3428,-222,283,-46,parado
2136,15700,3456,-369,70,-168,parado
2000,15696,3588,-427,62,18,parado
1980,15644,3744,-390,127,-147,parado
2088,15784,3560,-281,247,-9,parado
2028,15564,3608,-339,144,-219,parado
2044,15832,3524,-287,240,-108,parado
2052,15744,3624,-264,265,82,parado
2072,15772,3612,-312,395,-68,parado
2160,15744,3628,-244,317,5,parado
2212,15776,3588,-291,163,-93,parado
2120,15672,3536,-300,227,-36,parado
2084,15724,3556,-394,156,-73,parado
2056,15532,3440,-97,392,-146,parado
2204,15700,3456,-313,243,9,parado
2048,15684,3656,-124,390,-168,parado
2120,15760,3548,-275,251,-185,parado
1972,15704,3404,-264,191,73,parado
2068,15572,3620,-389,180,-235,parado
2100,15816,3552,-415,86,7,parado
2116,15732,3548,-440,129,-205,parado
2108,15844,3404,-516,162,-88,parado
1984,15720,3424,-412,274,-70,parado
1972,15740,3468,-408,115,-143,parado
1948,15752,3468,-570,105,-126,parado
2128,15744,3492,-240,248,-99,parado
2028,15832,3576,-441,59,-144,parado
2052,15756,3584,-491,153,-230,parado
2128,15788,3668,-506,142,-43,parado
1944,15796,3612,-176,276,-71,parado
2000,15832,3536,-139,282,-214,parado
2168,15636,3680,-310,336,-5,parado
1956,15524,3592,-298,138,-287,parado
2124,15708,3636,-444,288,10,parado
2112,15712,3588,-267,322,-12,parado
1956,15792,3424,-358,117,-163,parado
2032,15676,3744,-346,216,32,parado
2012,15648,3540,-299,206,-161,parado
1972,15784,3588,-379,151,-95,parado
2084,15632,3564,-336,253,-146,parado
2016,15876,3456,-466,45,-148,parado
2024,15760,3544,-413,218,-105,parado
2024,15688,3464,-446,158,-184,parado
2056,15860,3508,-509,301,1,parado
2016,15756,3676,-368,292,-140,parado
2056,15860,3672,-225,200,-151,parado
2076,15688,3596,-222,154,-30,parado
2144,15676,3332,-365,146,-243,parado
2076,15712,3600,-378,62,-71,parado
1900,15720,3640,-454,98,-37,parado
2164,15752,3604,-339,251,-79,parado
1904,15712,3612,-342,94,-94,parado
1968,15712,3492,-423,182,-181,parado
2064,15660,3492,-416,164,-72,parado
1988,15804,3508,-510,133,-178,parado
1836,15880,3708,-458,81,-71,parado
2044,15756,3388,-457,172,-154,parado
2068,15676,3532,-339,286,-125,parado
2024,15668,3480,-339,213,-154,parado
1952,15872,3452,-293,273,-74,parado
2044,15824,3448,-160,299,-71,parado
2224,15804,3492,-332,165,-31,parado
1976,15644,3732,-278,160,-49,parado
2076,15732,3648,-364,185,-102,parado
1968,15776,3448,-372,254,74,parado
2060,15724,3544,-263,204,-113,parado
1964,15776,3772,-258,209,-49,parado
2056,15612,3552,-341,210,-53,parado
2000,15732,3656,-357,271,36,parado
1984,15820,3492,-306,357,-47,parado
2008,15640,3544,-354,245,-48,parado
2004,15684,3408,-454,218,38,parado
2004,15736,3508,-355,270,-139,parado
2076,15540,3536,-294,404,-82,parado
2116,15760,3236,-434,413,21,parado
2024,15900,3492,-257,340,-190,parado
2112,15764,3488,-456,131,-134,parado
2116,15756,3572,-509,21,-32,parado
1988,15736,3412,-332,184,-104,parado
2120,15992,3452,-364,163,-51,parado
2116,15680,3480,-401,-8,-228,parado
1984,15656,3520,-358,40,-111,parado
1984,15672,3588,-467,155,-84,parado
2124,15804,3632,-397,123,-102,parado
2060,15828,3428,-454,53,-153,parado
2068,15848,3572,-457,62,-97,parado
2196,15656,3480,-418,93,-149,parado
1968,15776,3564,-413,61,-54,parado
2092,15780,3792,-322,253,-16,parado
1972,15932,3308,-534,85,-83,parado
2012,15772,3464,-282,316,-17,parado
2184,15724,3444,-232,243,-198,parado
2036,15728,3584,-418,144,-43,parado
2080,15756,3568,-311,248,-121,parado
2144,15804,3620,-401,246,-40,parado
2036,15828,3672,-310,186,-102,parado
2148,15832,3616,-296,117,-181,parado
2004,15696,3488,-303,299,68,parado
2124,15680,3436,-424,178,-59,parado
2076,15812,3676,-401,116,-28,parado
2076,15704,3512,-325,26,-164,parado
2048,15632,3524,-448,30,-62,parado
1976,15756,3608,-416,212,-19,parado
2172,15624,3568,-419,98,-102,parado
2052,15656,3628,-293,299,-43,parado
2184,15680,3656,-428,116,-168,parado
2096,15808,3560,-228,430,30,parado
2152,15636,3572,-219,387,-180,parado
2092,15724,3640,-411,334,-29,parado
2016,15676,3796,-375,233,-136,parado
2196,15784,3648,-422,284,-52,parado
2064,15728,3684,-410,100,-59,parado
2152,15936,3476,-357,187,-160,parado
2220,15612,3624,-438,67,-29,parado
2004,15708,3692,-232,258,-104,parado
2108,15700,3636,-328,149,-32,parado
2088,15812,3504,-410,138,-148,parado
1984,15684,3604,-403,114,-148,parado
1996,15720,3576,-273,164,-54,parado
2112,15768,3492,-341,213,-130,parado
2160,15612,3720,-273,226,-36,parado
2084,15740,3824,-361,150,-151,parado
2052,15884,3716,-346,148,48,parado
2036,15544,3512,-144,228,-110,parado
2328,15676,3404,-333,187,-43,parado
2108,15816,3464,-324,93,-48,parado
2124,15608,3648,-271,264,-146,parado
2052,15832,3540,-422,131,87,parado
2140,15684,3608,-25,366,-191,parado
2088,15696,3636,-382,219,32,parado
2020,15664,3624,-301,186,-88,parado
2064,15716,3588,-421,287,-75,parado
2276,15788,3436,-528,207,-56,parado
2136,15784,3532,-474,113,-175,parado
2164,15748,3528,-469,230,-143,parado
2092,15724,3592,-400,181,-107,parado
2176,15580,3540,-400,205,-114,parado
2204,15892,3676,-565,103,-67,parado
2112,15740,3580,-298,124,-107,parado
2104,15728,3796,-411,128,-171,parado
2016,15836,3444,-446,20,-9,parado
2200,15692,3452,-253,236,-219,parado
2168,15820,3672,-546,105,68,parado
2056,15672,3680,-249,138,-140,parado
2208,15768,3500,-400,229,-88,parado
2108,15728,3508,-539,60,-4,parado
2124,15764,3548,-400,213,-161,parado
2096,15780,3460,-348,76,-34,parado
2124,15736,3692,-356,269,-113,parado
2064,15740,3492,-463,65,-56,parado
2040,15744,3676,-352,197,-115,parado
2244,15668,3780,-365,228,-30,parado
2300,15760,3592,-481,198,-30,parado
2132,15740,3632,-345,161,-64,parado
2020,15704,3616,-194,221,-184,parado
2236,15680,3700,-436,166,-54,parado
2064,15684,3704,-256,240,-108,parado
2180,15752,3680,-457,53,-122,parado
2048,15820,3772,-348,108,-107,parado
2140,15748,3572,-372,111,-138,parado
2296,15588,3740,-359,73,-100,parado
2088,15780,3720,-351,126,-88,parado
2160,15656,3548,-280,188,-105,parado
2232,15608,3636,-394,132,-122,parado
2280,15716,3700,-313,98,-160,parado
2108,15684,3700,-224,66,-62,parado
2144,15620,3608,-293,109,-47,parado
2120,15612,3608,-276,103,-111,parado
2064,15720,3604,-511,40,-116,parado
2120,15736,3672,-146,163,-32,parado
2260,15596,3556,-287,188,-148,parado
2192,15660,3680,-448,49,-77,parado
2028,15636,3736,-313,244,-167,parado
2212,15884,3560,-320,242,52,parado
2124,15744,3644,-346,127,-188,parado
2180,15684,3716,-302,117,-76,parado
2124,15696,3540,-402,214,-36,parado
2228,15784,3720,-492,50,-115,parado
2172,15616,3540,-391,123,-130,parado
2172,15800,3468,-440,188,-150,parado
2088,15776,3532,-336,262,-8,parado
2224,15780,3448,-298,279,-98,parado
2116,15780,3880,-326,213,-84,parado
2056,15608,3656,-378,218,-111,parado
2096,15812,3480,-292,324,-22,parado
2112,15576,3512,-226,288,-174,parado
2168,15772,3688,-323,165,18,parado
2096,15628,3732,-326,196,-39,parado
2172,15552,3652,-333,258,-43,parado
2160,15820,3504,-379,224,44,parado
2196,15736,3792,-317,241,-203,parado
2080,15748,3688,-449,103,-12,parado
2172,15792,3584,-290,140,-56,parado
2192,15680,3460,-357,189,-82,parado
2264,15804,3584,-396,64,-95,parado
2060,15748,3696,-430,44,-213,parado
2100,15640,3736,-428,154,-60,parado
2260,15688,3704,-401,152,-114,parado
2116,15736,3740,-560,-9,-173,parado
2004,16052,3680,-324,169,-56,parado
2272,15584,3712,-184,283,-202,parado
2140,15748,3804,-412,118,-21,parado
2124,15648,3612,-325,136,-148,parado
2232,15612,3904,-456,121,-115,parado
2068,15748,3596,-370,80,-31,parado
2224,15768,3636,-245,340,-167,parado
2208,15644,3620,-466,-17,-26,parado
2188,15784,3700,-567,-13,-46,parado
2184,15632,3708,-362,214,-73,parado
2100,15660,3620,-421,136,-129,parado
2208,15676,3724,-442,46,-120,parado
2168,15708,3512,-394,193,-39,parado
2304,15740,3348,-283,199,-93,parado
2380,15480,3800,-383,240,-100,parado
2216,15812,3668,-232,287,12,parado
2188,15688,3900,-192,285,-129,parado
2236,15708,3616,-371,62,-69,parado
2252,15692,3704,-318,131,-134,parado
2028,15824,3668,-249,136,-55,parado
2228,15696,3616,-276,189,45,parado
2272,15612,3792,-290,148,-172,parado
2288,15768,3688,-467,33,71,parado
2244,15588,3616,-383,223,-136,parado
2200,15740,3628,-478,89,30,parado
2296,15696,3772,-581,205,-42,parado
2120,15880,3732,-351,-23,-193,parado
1988,15652,3704,-276,92,-271,parado
1804,15668,3708,-310,160,-119,parado
1864,15752,3668,-234,261,-288,parado
2012,15648,3540,-129,210,-370,parado
2016,15896,3684,-140,153,-415,parado
2036,15704,3568,-123,-32,-518,parado
5052,10116,-13704,-629,-3226,5188,caída
5180,10340,-14316,-201,-53,4739,caída
4724,9912,-10452,-351,533,4008,caída
4556,9940,-12284,-1017,-1070,3616,caída
4036,10068,-10176,-1369,-1387,2263,caída
4348,9004,-11752,-1396,-4106,1836,caída
4832,8060,-13016,-1541,-4532,1585,caída
5132,9320,-14260,-743,-3940,1541,caída
5400,9228,-14864,-371,-5218,1630,caída
5196,9928,-13860,-419,-4044,2582,caída
4628,9736,-13452,-427,-7707,4165,caída
4084,9184,-14112,-670,-5219,3755,caída
4140,8404,-13100,-532,-6662,3153,caída
3584,7988,-13236,-1245,-6996,3166,caída
3576,6676,-14140,4,-6712,2203,caída
3180,7748,-13704,-110,-5543,971,caída
2396,10000,-12700,-249,-2171,-461,caída
792,10912,-10348,-1220,-3097,-613,caída
-728,10248,-11876,-2100,-3471,331,caída
-1124,8844,-15488,-2268,-4714,-1873,caída
-1844,9848,-15068,-2463,-2224,-3140,caída
-1208,10008,-14904,-2459,-2075,-4328,caída
-1504,11148,-18236,-2381,333,-714,caída
-3404,7528,-7772,-3300,3197,-59,caída
-2976,10360,-10272,-3806,-6264,-1170,caída
-3488,12088,-17984,-2393,-9269,-4258,caída
-3932,18292,-13648,-228,5619,-1894,caída
-3060,17232,-8144,-392,4380,-5221,caída
-4144,10220,-8208,-167,-4014,-1033,caída
-4248,13080,-15096,3161,889,683,caída
-5172,9224,-15192,10096,12997,1990,caída
-7648,7732,-8120,11937,17121,1884,caída
-3288,8708,-12016,13406,18464,-3969,caída
4100,5884,-10744,12079,18456,-9862,caída
9428,6716,-16128,11131,19787,-9198,caída
9936,840,-7600,8058,14412,-10330,caída
8556,9964,-14704,7453,6325,-6350,caída
5976,-1076,-3688,-1619,32077,-9185,caída
7316,12396,-6164,-1787,-30282,-7145,caída
13292,3944,-28152,-2704,7492,-1712,caída
5720,12712,-8552,1087,-2422,1747,caída
-1368,3708,-14688,-782,-13546,-3823,caída
5260,15776,-23300,-1527,-5668,-3884,caída
9752,8188,-9392,-824,10827,-1126,caída
4656,636,-5784,-4169,-1080,2900,caída
5472,1796,-14596,-7121,-7445,-7471,caída
7788,13980,-29980,-6241,-2533,-4618,caída
3976,9404,-16628,2431,9657,464,caída
4172,4152,-11880,792,6021,-1143,caída
6448,8752,-11368,-2783,5242,-2141,caída
5804,11352,-15448,-1855,1004,1595,caída
5144,7164,-10740,-2271,5024,858,caída
7192,10820,-9456,-1345,847,-981,caída
6160,11624,-15068,-80,-2928,-222,caída
7048,10472,-14304,1222,6134,1257,caída
8480,7100,-10220,-622,5566,3546,caída
9496,5956,-12428,2463,-969,1183,caída
7564,7504,-13264,3612,-7364,586,caída
6292,8824,-19296,3242,-784,2283,caída
7212,5956,-13692,620,5830,653,caída
9236,5308,-9088,-258,8484,2153,caída
10348,8940,-6288,1781,-6605,-1123,caída
8012,7988,-15912,1970,-7636,1686,caída
6764,9744,-15708,2515,-604,456,caída
6704,8552,-15912,4679,-1224,1527,caída
7476,8112,-17248,3838,8139,4167,caída
7064,5636,-4728,9894,5136,3129,caída
8268,5296,-17180,6176,-8287,2060,caída
7420,3404,-11124,5981,1882,5163,caída
5576,-772,-12216,4305,-7697,2563,caída
6880,2932,-20376,3878,-785,3583,caída
4544,-3144,-17032,3729,14073,9737,caída
4360,-3256,-6204,4535,-8757,-2662,caída
5876,20,-28456,3864,-7941,772,caída
4564,-7076,-14356,3057,5578,1671,caída
6540,-4612,-16960,-2193,3284,-98,caída
8424,-5092,-15236,-1602,4786,538,caída
9540,-2000,-11744,-9392,7204,4510,caída
12904,1120,-14972,-12690,1772,5759,caída
11000,-3996,-11272,-7120,8181,-1974,caída
9536,4176,-8440,-4210,-4476,-917,caída
7612,3216,-16344,-8226,-1306,3695,caída
5744,-2508,-10196,-3108,-3761,-2445,caída
5932,2988,-16844,-1571,-10134,-10521,caída
6572,7356,-18192,-2714,-3797,-6827,caída
7740,5712,-19024,-3570,1933,-1743,caída
8248,1840,-9364,-1290,5226,-1984,caída
8772,4724,-13276,403,-1704,-5909,caída
8752,8164,-19896,-253,2631,354,caída
7356,2324,-15908,1245,3568,959,caída
7156,3456,-13568,-2993,2709,1556,caída
7728,4500,-15328,-1928,2900,1874,caída
8352,3088,-13304,-956,2868,874,caída
9064,3664,-12632,142,1729,-299,caída
9128,4172,-15308,400,-294,-1404,caída
8932,4800,-13396,314,18,-399,caída
8300,2996,-14984,-533,-7,-1498,caída
9072,6328,-16700,179,3085,-660,caída
9480,5504,-13848,0,803,1862,caída
8552,2176,-12492,629,3039,1987,caída
9244,3636,-13264,-795,-2099,-2473,caída
10076,6320,-14464,-100,-2084,-570,caída
8684,4040,-14164,-84,-1905,97,caída
8000,3260,-14140,-567,-242,188,caída
8468,4520,-14868,-666,62,-258,caída
8468,4384,-14000,-818,-663,615,caída
8616,3336,-13184,-703,968,708,caída
9000,4108,-13732,-604,78,-425,caída
8732,4388,-14196,-645,-27,78,caída
8976,4616,-13416,-1138,-195,646,caída
8280,3480,-15120,-1710,-1017,611,caída
8588,4128,-13832,-556,224,-658,caída
8556,4568,-14632,-645,157,-355,caída
8568,4704,-13336,-346,-181,158,caída
8532,4304,-14296,-356,527,-18,caída
8508,4456,-13684,-317,-5,43,caída
8640,4524,-14684,160,660,286,caída
8532,3880,-14260,555,393,-197,caída
8480,4024,-14156,-417,186,-25,caída
8612,4040,-14176,79,-117,-14,caída
8620,4260,-14384,-190,-218,-251,caída
8592,4164,-14076,-519,-70,-38,caída
8584,4240,-14160,-294,-28,-202,caída
8648,4300,-14352,-67,75,-161,caída
8640,4308,-14120,-615,-268,220,caída
8420,4048,-14384,-345,-112,-242,caída
8508,4188,-14008,-429,-17,-53,caída
8456,4180,-14252,-491,-188,-170,caída
8392,4100,-14176,-375,-148,-14,caída
8472,4056,-14468,100,-79,-169,caída
8384,4264,-14520,-342,317,-182,caída
8500,4152,-14192,-486,282,-155,caída
8364,3996,-13996,-410,212,-24,caída
8372,4188,-14084,-458,310,-163,caída
8260,4332,-14392,-380,-21,-202,caída
8520,4332,-14124,-327,356,31,caída
8272,3964,-14708,-351,130,-211,caída
8264,4224,-14564,-582,-264,-222,caída
8444,4488,-13592,-235,138,-128,caída
8364,4196,-13992,-101,538,-123,caída
8244,4180,-14288,-572,-88,-318,caída
8480,4364,-13528,-338,246,2,caída
8420,3872,-15056,-284,237,-227,caída
8256,4252,-14232,-325,140,-112,caída
8404,4232,-14884,-203,587,-170,caída
8320,4144,-14640,-351,189,-157,caída
8368,4156,-14320,-440,-28,-96,caída
8384,4476,-14092,-513,-271,-191,caída
8348,4188,-13552,-229,284,-1,caída
8376,4288,-14104,-540,-189,-271,caída
8504,4404,-13600,-241,226,-127,caída
8344,4164,-14504,-200,679,-191,caída
8392,4100,-14808,-295,221,-194,caída
8424,4172,-14284,-384,12,-87,caída
8408,4044,-14072,-378,-47,-183,caída
8280,4280,-14320,-364,170,-127,caída
8448,4132,-14164,-253,325,-222,caída
8376,4172,-14524,-355,83,-218,caída
8376,4240,-14228,-310,163,-81,caída
8436,4192,-14272,-336,127,-131,caída
8296,4164,-14444,-335,142,-105,caída
8324,4088,-14384,-321,415,-143,caída
8408,4256,-14564,-207,320,-117,caída
8336,4244,-14352,-421,208,-170,caída
8248,4092,-14528,-266,445,-84,caída
8364,4156,-14396,-383,227,-198,caída
8300,4164,-14548,-410,23,-149,caída
8368,3980,-13888,63,-61,-316,caída
8304,4200,-14208,-80,-44,-312,caída
8280,4544,-14488,-304,104,-194,caída
8148,4016,-14420,-408,145,-117,caída
8252,4056,-14416,-405,241,-184,caída
8212,4256,-14072,-353,285,-119,caída
8312,4180,-14348,-347,191,-138,caída
8388,4228,-14316,-383,146,-209,caída
8240,4064,-14312,-463,133,-199,caída
8172,4408,-14104,-359,251,-211,caída
8260,4276,-14332,-337,70,-127,caída
8228,4296,-14408,-331,154,-143,caída
8148,4260,-14308,-374,157,-152,caída
8136,4432,-14632,-372,136,-20,caída
8144,4220,-14004,-430,-59,-152,caída
8136,4264,-14796,-262,272,-156,caída
8248,4296,-14228,-378,177,-155,caída
8284,4168,-14220,-410,78,-156,caída
8304,4244,-14344,-344,172,-31,caída
8112,4184,-14508,-331,133,-225,caída
8100,4356,-14324,-363,147,-132,caída
8148,4276,-14276,-329,328,-171,caída
8188,4296,-14180,-276,250,-123,caída
8192,4096,-14476,-337,141,-157,caída
8192,4380,-14344,-279,96,-160,caída
8148,4244,-14652,-277,345,-178,caída
8212,4388,-14624,-310,280,-172,caída
8288,4136,-14260,-410,79,-154,caída
8248,4512,-14228,-301,267,-210,caída
8148,4100,-14160,-296,231,-190,caída
8184,4464,-14520,-239,235,-103,caída
8116,4124,-14224,-378,42,-189,caída
8124,4308,-14560,-363,126,-239,caída
7996,4172,-14492,-375,237,-125,caída
8216,4156,-14232,-292,333,-137,caída
8080,4336,-14396,-381,172,-150,caída
8012,4336,-14064,-341,182,-128,caída
8052,4144,-14300,-235,89,-148,caída
8032,4288,-14280,-268,169,-110,caída
